age,age_cat,race,sex,priors_count,juv_fel_count,juv_misd_count,juv_other_count,c_charge_degree,two_year_recid
45,Greater than 45,African-American,Male,1,0,0,0,M,0
31,25 - 45,Caucasian,Male,1,0,0,0,M,0
40,25 - 45,African-American,Male,0,0,0,0,M,0
50,Greater than 45,Caucasian,Male,1,0,0,0,F,0
41,25 - 45,African-American,Male,7,0,0,0,F,0
34,25 - 45,Caucasian,Male,5,0,0,1,F,1
28,25 - 45,Caucasian,Female,0,0,0,0,F,0
23,Less than 25,Caucasian,Male,2,0,0,2,F,1
21,Less than 25,Caucasian,Male,1,0,0,1,F,1
22,Less than 25,African-American,Female,2,0,1,0,M,1
29,25 - 45,African-American,Male,6,0,0,0,F,1
30,25 - 45,African-American,Female,0,0,0,0,M,0
45,Greater than 45,Caucasian,Male,3,0,0,0,M,1
24,Less than 25,African-American,Female,2,0,0,0,F,0
31,25 - 45,Caucasian,Male,4,0,0,0,F,1
56,Greater than 45,Caucasian,Male,0,0,0,0,M,0
24,Less than 25,African-American,Male,14,0,4,0,F,1
38,25 - 45,African-American,Male,11,0,0,0,F,0
51,Greater than 45,African-American,Male,22,0,0,0,F,1
22,Less than 25,Caucasian,Male,0,0,0,0,F,0
28,25 - 45,African-American,Male,5,0,0,0,M,0
47,Greater than 45,African-American,Male,19,0,0,1,F,1
51,Greater than 45,African-American,Male,0,0,0,0,M,1
25,25 - 45,Caucasian,Male,1,0,0,0,M,0
30,25 - 45,African-American,Male,0,0,0,0,F,0
33,25 - 45,Caucasian,Male,0,0,0,0,F,1
35,25 - 45,African-American,Male,5,0,0,0,F,1
33,25 - 45,African-American,Female,0,0,0,0,F,0
33,25 - 45,Caucasian,Female,1,0,0,0,F,0
27,25 - 45,African-American,Male,2,0,0,0,F,1
29,25 - 45,African-American,Female,9,0,0,0,F,1
24,Less than 25,African-American,Male,3,0,0,3,F,1
43,25 - 45,African-American,Male,5,0,0,0,F,0
37,25 - 45,African-American,Male,11,0,0,0,M,1
53,Greater than 45,African-American,Male,13,0,0,0,F,0
26,25 - 45,African-American,Male,4,0,0,0,F,1
30,25 - 45,Caucasian,Female,1,0,0,0,M,0
27,25 - 45,African-American,Male,6,0,0,0,F,1
39,25 - 45,Caucasian,Male,9,0,0,0,F,1
37,25 - 45,Caucasian,Male,4,0,0,0,M,1
22,Less than 25,Caucasian,Male,3,0,0,0,M,1
25,25 - 45,Caucasian,Male,0,0,0,0,F,0
28,25 - 45,Caucasian,Female,0,0,0,0,M,0
25,25 - 45,African-American,Male,0,0,0,0,M,1
58,Greater than 45,Caucasian,Male,1,0,0,0,F,0
29,25 - 45,Caucasian,Female,1,0,0,0,M,1
33,25 - 45,African-American,Male,8,0,0,0,F,0
38,25 - 45,African-American,Male,0,0,0,0,F,0
38,25 - 45,Caucasian,Male,2,0,0,0,F,0
59,Greater than 45,African-American,Male,22,0,0,0,F,1
53,Greater than 45,Caucasian,Male,0,0,0,0,M,1
33,25 - 45,African-American,Male,2,0,0,0,F,1
58,Greater than 45,Caucasian,Male,1,0,0,0,M,0
53,Greater than 45,Caucasian,Male,2,0,0,0,F,0
32,25 - 45,Caucasian,Male,0,0,0,0,M,1
35,25 - 45,African-American,Male,6,0,0,0,F,1
39,25 - 45,Caucasian,Male,1,0,0,0,F,0
42,25 - 45,Caucasian,Female,5,0,0,0,M,1
37,25 - 45,African-American,Male,0,0,0,0,M,0
39,25 - 45,Caucasian,Male,0,0,0,0,F,0
52,Greater than 45,Caucasian,Female,3,0,0,0,M,0
42,25 - 45,Caucasian,Male,4,0,0,0,F,1
23,Less than 25,African-American,Male,6,0,0,0,F,1
42,25 - 45,African-American,Female,0,0,0,0,M,1
28,25 - 45,African-American,Male,5,0,0,0,F,0
38,25 - 45,Caucasian,Male,12,0,0,0,F,0
43,25 - 45,African-American,Female,2,0,0,0,F,1
42,25 - 45,African-American,Male,0,0,0,0,F,0
25,25 - 45,Caucasian,Female,0,0,0,0,M,0
32,25 - 45,African-American,Male,7,0,0,0,F,1
21,Less than 25,African-American,Male,0,0,0,0,F,1
35,25 - 45,Caucasian,Female,1,0,0,0,M,0
37,25 - 45,Caucasian,Male,0,0,0,0,F,0
33,25 - 45,African-American,Female,2,0,0,0,F,0
51,Greater than 45,Caucasian,Female,4,0,0,0,F,0
39,25 - 45,Caucasian,Male,3,0,0,0,F,0
40,25 - 45,African-American,Male,3,0,0,0,F,0
32,25 - 45,African-American,Male,17,0,0,0,F,1
32,25 - 45,Caucasian,Male,3,0,0,0,F,1
32,25 - 45,African-American,Male,10,0,0,0,F,1
47,Greater than 45,Caucasian,Male,5,0,0,0,M,1
23,Less than 25,Caucasian,Female,0,0,0,0,M,0
63,Greater than 45,Caucasian,Male,10,0,0,0,F,1
38,25 - 45,African-American,Male,16,0,1,0,F,1
32,25 - 45,African-American,Male,6,0,0,0,M,1
31,25 - 45,African-American,Male,4,0,0,0,F,1
23,Less than 25,African-American,Male,0,0,0,0,F,0
47,Greater than 45,Caucasian,Female,0,0,0,0,M,0
33,25 - 45,Caucasian,Male,1,0,0,0,F,1
22,Less than 25,Caucasian,Male,1,0,0,0,F,0
40,25 - 45,Caucasian,Male,0,0,0,0,M,1
36,25 - 45,African-American,Male,14,10,0,0,F,1
65,Greater than 45,Caucasian,Female,0,0,0,0,M,0
22,Less than 25,African-American,Female,0,0,0,0,M,0
26,25 - 45,Caucasian,Female,4,0,0,0,F,1
52,Greater than 45,Caucasian,Male,2,0,0,0,F,1
34,25 - 45,African-American,Male,5,0,0,0,F,0
33,25 - 45,African-American,Male,1,0,0,0,M,1
21,Less than 25,African-American,Male,1,0,1,2,F,0
46,Greater than 45,African-American,Male,9,0,0,0,F,0
57,Greater than 45,Caucasian,Male,1,0,0,0,M,0
22,Less than 25,African-American,Male,2,0,0,1,F,1
48,Greater than 45,Caucasian,Female,1,0,0,0,M,1
40,25 - 45,African-American,Male,21,0,0,0,F,0
30,25 - 45,African-American,Female,1,0,0,0,F,0
21,Less than 25,Caucasian,Male,4,0,1,0,M,1
39,25 - 45,African-American,Female,22,0,2,0,F,1
33,25 - 45,Caucasian,Female,0,0,0,0,M,1
24,Less than 25,African-American,Male,0,0,0,0,F,0
43,25 - 45,African-American,Male,0,0,0,0,F,1
45,Greater than 45,Caucasian,Female,0,0,0,0,M,0
51,Greater than 45,African-American,Male,3,0,0,0,F,0
31,25 - 45,African-American,Male,9,0,0,0,M,1
27,25 - 45,Caucasian,Male,0,0,0,0,M,0
32,25 - 45,African-American,Male,1,0,0,0,F,0
49,Greater than 45,Caucasian,Male,0,0,0,0,M,0
29,25 - 45,African-American,Male,2,0,0,0,F,0
23,Less than 25,African-American,Male,2,0,1,0,F,1
30,25 - 45,Caucasian,Male,0,0,0,0,M,0
34,25 - 45,African-American,Male,13,0,0,0,F,1
33,25 - 45,African-American,Male,4,0,0,0,F,0
28,25 - 45,African-American,Male,1,0,0,0,M,0
29,25 - 45,African-American,Male,1,0,0,0,F,0
38,25 - 45,Caucasian,Male,0,0,0,0,M,0
37,25 - 45,Caucasian,Male,0,0,0,0,F,0
33,25 - 45,Caucasian,Female,0,0,0,0,M,1
51,Greater than 45,African-American,Male,19,1,0,1,F,0
65,Greater than 45,African-American,Male,7,0,0,0,M,0
32,25 - 45,African-American,Female,1,0,0,0,M,0
38,25 - 45,Caucasian,Male,5,0,0,0,F,1
35,25 - 45,African-American,Male,1,0,0,0,F,0
57,Greater than 45,Caucasian,Male,1,0,0,0,F,0
26,25 - 45,Caucasian,Male,1,0,0,0,F,0
36,25 - 45,African-American,Female,4,2,0,0,M,1
35,25 - 45,Caucasian,Male,3,0,0,0,F,1
33,25 - 45,African-American,Male,0,0,0,0,F,0
47,Greater than 45,Caucasian,Male,0,0,0,0,M,0
35,25 - 45,Caucasian,Male,1,0,0,0,M,1
36,25 - 45,African-American,Female,1,0,0,0,F,1
25,25 - 45,Caucasian,Female,0,0,0,0,M,0
51,Greater than 45,Caucasian,Male,6,0,0,0,F,1
24,Less than 25,African-American,Male,8,0,0,4,F,1
32,25 - 45,Caucasian,Male,0,0,0,0,F,1
43,25 - 45,African-American,Male,8,0,0,0,F,1
45,Greater than 45,African-American,Male,20,1,0,1,M,0
42,25 - 45,African-American,Male,10,0,0,0,M,1
22,Less than 25,African-American,Male,1,0,0,0,F,1
49,Greater than 45,African-American,Male,4,0,0,0,F,0
42,25 - 45,African-American,Male,0,0,0,0,F,1
40,25 - 45,Caucasian,Male,0,0,0,0,M,1
25,25 - 45,African-American,Male,2,0,1,0,F,1
25,25 - 45,Caucasian,Male,0,0,0,0,M,1
23,Less than 25,African-American,Male,0,0,0,0,F,0
21,Less than 25,Caucasian,Male,2,0,0,0,F,1
31,25 - 45,Caucasian,Male,3,0,0,0,M,0
28,25 - 45,African-American,Female,0,0,0,0,M,0
24,Less than 25,African-American,Male,11,0,0,0,F,1
45,Greater than 45,Caucasian,Male,0,0,0,0,F,0
23,Less than 25,African-American,Male,2,0,0,0,M,1
39,25 - 45,African-American,Male,7,0,0,0,F,1
24,Less than 25,African-American,Male,1,0,1,0,F,0
46,Greater than 45,Caucasian,Male,1,0,0,0,F,0
47,Greater than 45,Caucasian,Male,3,0,0,0,F,0
22,Less than 25,African-American,Male,1,0,0,1,M,1
34,25 - 45,Caucasian,Female,0,0,0,0,M,0
33,25 - 45,Caucasian,Male,0,0,0,0,M,1
29,25 - 45,African-American,Male,16,0,0,1,F,1
29,25 - 45,African-American,Male,0,0,0,0,M,0
25,25 - 45,Caucasian,Female,2,0,0,0,M,1
34,25 - 45,Caucasian,Male,16,0,0,0,F,1
55,Greater than 45,African-American,Female,1,0,0,0,F,0
27,25 - 45,African-American,Male,0,0,0,0,F,1
26,25 - 45,African-American,Male,0,0,0,0,M,0
39,25 - 45,African-American,Male,19,2,2,1,F,1
24,Less than 25,African-American,Male,1,0,0,0,F,0
29,25 - 45,Caucasian,Male,0,0,0,0,M,0
50,Greater than 45,African-American,Male,13,0,0,0,F,1
31,25 - 45,African-American,Male,4,0,0,0,F,1
26,25 - 45,Caucasian,Male,2,1,0,0,F,0
54,Greater than 45,Caucasian,Male,2,0,0,0,F,0
33,25 - 45,African-American,Male,14,0,0,0,F,1
22,Less than 25,African-American,Male,0,0,0,0,M,1
35,25 - 45,African-American,Male,8,0,1,0,F,0
25,25 - 45,African-American,Male,0,0,0,0,F,0
25,25 - 45,African-American,Male,0,0,0,0,F,0
44,25 - 45,African-American,Male,0,0,0,0,F,1
29,25 - 45,Caucasian,Female,2,0,0,0,F,1
46,Greater than 45,Caucasian,Male,2,0,0,0,F,1
53,Greater than 45,Caucasian,Male,0,0,0,0,M,0
24,Less than 25,African-American,Male,2,0,0,0,F,1
52,Greater than 45,African-American,Female,2,0,0,0,F,1
27,25 - 45,African-American,Male,0,0,0,0,M,1
41,25 - 45,Caucasian,Male,0,0,0,0,F,0
21,Less than 25,African-American,Female,0,0,0,0,F,1
24,Less than 25,Caucasian,Male,1,0,0,0,F,0
23,Less than 25,Caucasian,Male,0,0,0,0,M,0
42,25 - 45,African-American,Male,0,0,0,0,F,0
24,Less than 25,African-American,Male,5,5,0,0,F,1
26,25 - 45,African-American,Male,4,0,0,0,F,1
50,Greater than 45,Caucasian,Male,9,0,0,0,F,1
32,25 - 45,African-American,Female,3,0,0,0,M,0
40,25 - 45,African-American,Male,13,0,0,0,F,0
27,25 - 45,African-American,Male,2,0,0,0,F,0
23,Less than 25,Caucasian,Male,0,0,0,0,F,1
37,25 - 45,African-American,Male,22,0,0,0,M,1
32,25 - 45,African-American,Male,1,0,0,0,M,1
52,Greater than 45,Caucasian,Male,4,0,0,0,M,1
29,25 - 45,Caucasian,Male,2,0,0,0,F,0
49,Greater than 45,African-American,Male,0,0,0,0,M,0
50,Greater than 45,Caucasian,Male,0,0,0,0,F,0
26,25 - 45,Caucasian,Male,2,0,0,0,F,1
34,25 - 45,Caucasian,Female,0,0,0,0,F,1
28,25 - 45,Caucasian,Female,1,0,0,0,F,0
30,25 - 45,African-American,Male,0,0,0,0,F,1
24,Less than 25,African-American,Male,3,0,0,0,F,1
25,25 - 45,African-American,Male,0,0,0,0,M,1
25,25 - 45,African-American,Male,4,0,0,0,M,1
45,Greater than 45,Caucasian,Male,2,0,0,0,F,0
26,25 - 45,Caucasian,Male,1,0,0,0,F,1
40,25 - 45,Caucasian,Male,2,0,0,0,M,0
21,Less than 25,African-American,Male,1,0,0,0,F,1
55,Greater than 45,Caucasian,Male,0,0,0,0,M,0
22,Less than 25,Caucasian,Male,1,0,0,0,F,1
23,Less than 25,African-American,Female,1,0,0,0,F,0
57,Greater than 45,Caucasian,Male,9,0,0,0,F,1
33,25 - 45,Caucasian,Male,0,0,0,0,M,1
32,25 - 45,Caucasian,Male,2,0,0,0,F,0
47,Greater than 45,Caucasian,Male,3,0,0,0,F,0
51,Greater than 45,Caucasian,Male,6,0,0,0,M,1
22,Less than 25,African-American,Male,1,0,1,0,F,0
47,Greater than 45,Caucasian,Male,2,0,0,0,F,0
28,25 - 45,Caucasian,Male,1,0,0,0,F,1
28,25 - 45,African-American,Male,5,0,0,0,F,0
44,25 - 45,Caucasian,Female,1,0,0,0,M,1
25,25 - 45,African-American,Male,0,0,0,0,F,1
34,25 - 45,African-American,Male,4,0,0,0,M,0
65,Greater than 45,Caucasian,Male,0,0,0,0,M,0
33,25 - 45,Caucasian,Male,5,0,0,0,F,1
23,Less than 25,Caucasian,Female,0,0,0,0,M,0
44,25 - 45,Caucasian,Female,0,0,0,0,M,0
24,Less than 25,African-American,Male,1,0,0,0,M,0
51,Greater than 45,Caucasian,Male,1,0,0,0,M,0
21,Less than 25,African-American,Female,0,0,0,0,F,1
39,25 - 45,Caucasian,Male,6,0,0,0,F,0
29,25 - 45,African-American,Male,29,0,0,0,F,1
24,Less than 25,Caucasian,Male,1,0,0,0,F,0
23,Less than 25,African-American,Female,0,0,0,0,F,1
31,25 - 45,African-American,Male,11,0,0,2,F,1
35,25 - 45,African-American,Female,0,0,0,0,M,0
39,25 - 45,African-American,Female,4,0,0,0,F,0
51,Greater than 45,Caucasian,Male,0,0,0,0,M,0
22,Less than 25,Caucasian,Male,1,0,0,1,F,0
29,25 - 45,Caucasian,Male,2,0,0,0,F,0
32,25 - 45,Caucasian,Male,6,0,0,0,F,1
33,25 - 45,Caucasian,Male,3,0,0,0,M,1
58,Greater than 45,Caucasian,Male,5,0,0,0,F,1
33,25 - 45,African-American,Male,2,0,0,0,F,1
48,Greater than 45,African-American,Male,10,0,0,0,F,0
23,Less than 25,African-American,Male,0,0,0,0,M,0
23,Less than 25,Caucasian,Male,2,0,0,0,F,1
29,25 - 45,African-American,Male,0,0,0,0,M,1
48,Greater than 45,Caucasian,Male,2,0,0,0,F,0
37,25 - 45,Caucasian,Male,4,0,0,0,M,1
50,Greater than 45,Caucasian,Male,3,0,0,0,F,0
19,Less than 25,African-American,Male,3,0,0,0,F,1
49,Greater than 45,African-American,Male,13,2,0,0,F,0
58,Greater than 45,Caucasian,Male,2,0,0,0,F,0
31,25 - 45,African-American,Male,6,0,0,0,F,0
23,Less than 25,African-American,Male,1,0,0,2,M,0
23,Less than 25,African-American,Female,0,0,0,0,F,1
31,25 - 45,Caucasian,Male,17,0,0,0,F,1
57,Greater than 45,Caucasian,Male,6,0,0,0,F,0
31,25 - 45,Caucasian,Female,0,0,0,0,M,0
57,Greater than 45,African-American,Male,19,0,0,0,F,0
57,Greater than 45,Caucasian,Male,12,0,0,0,M,0
29,25 - 45,African-American,Male,6,0,0,0,M,1
30,25 - 45,African-American,Male,0,0,0,0,M,1
45,Greater than 45,African-American,Male,11,0,0,0,F,0
42,25 - 45,Caucasian,Male,0,0,0,0,F,0
29,25 - 45,African-American,Male,12,0,2,0,F,1
28,25 - 45,Caucasian,Female,0,0,0,0,F,0
25,25 - 45,African-American,Male,1,0,0,0,M,1
34,25 - 45,Caucasian,Female,3,0,0,0,M,0
27,25 - 45,African-American,Male,0,0,0,0,F,0
39,25 - 45,African-American,Male,4,0,0,0,F,0
27,25 - 45,African-American,Male,4,0,0,0,F,1
30,25 - 45,Caucasian,Male,7,0,0,1,F,1
31,25 - 45,African-American,Male,15,3,0,1,M,1
20,Less than 25,African-American,Male,1,0,0,1,M,1
26,25 - 45,Caucasian,Male,2,0,0,0,F,1
34,25 - 45,Caucasian,Male,0,0,0,0,F,1
27,25 - 45,Caucasian,Male,0,0,0,0,M,0
29,25 - 45,African-American,Male,4,0,0,0,F,0
27,25 - 45,African-American,Male,7,0,0,0,F,0
24,Less than 25,Caucasian,Female,0,0,0,0,F,0
29,25 - 45,African-American,Male,0,0,0,0,F,1
20,Less than 25,Caucasian,Male,0,0,0,0,F,0
23,Less than 25,Caucasian,Female,0,0,0,0,F,0
48,Greater than 45,African-American,Female,0,0,0,0,M,0
34,25 - 45,African-American,Male,0,0,0,0,M,1
46,Greater than 45,African-American,Male,1,0,0,0,M,1
41,25 - 45,Caucasian,Female,3,0,0,0,F,0
26,25 - 45,African-American,Male,3,0,0,0,F,1
37,25 - 45,African-American,Male,11,0,0,0,F,1
22,Less than 25,Caucasian,Female,2,0,0,0,F,0
32,25 - 45,African-American,Male,7,0,0,0,F,0
44,25 - 45,African-American,Male,0,0,0,0,M,0
60,Greater than 45,African-American,Male,3,0,0,0,M,0
49,Greater than 45,Caucasian,Male,0,0,0,0,F,0
30,25 - 45,African-American,Male,10,0,0,0,M,1
52,Greater than 45,Caucasian,Male,0,0,0,0,F,0
34,25 - 45,African-American,Male,0,0,0,0,F,0
55,Greater than 45,African-American,Male,5,0,0,0,F,1
33,25 - 45,African-American,Male,0,0,0,0,M,0
22,Less than 25,African-American,Male,0,0,0,0,F,1
27,25 - 45,African-American,Female,0,0,0,0,M,0
20,Less than 25,African-American,Male,0,0,0,2,F,1
33,25 - 45,Caucasian,Male,0,0,0,0,F,0
26,25 - 45,African-American,Male,0,0,0,0,M,0
29,25 - 45,African-American,Male,0,0,0,0,M,0
32,25 - 45,African-American,Male,1,0,0,0,M,0
37,25 - 45,Caucasian,Male,4,0,0,0,M,0
31,25 - 45,African-American,Male,15,0,0,0,F,0
29,25 - 45,African-American,Male,6,0,0,0,F,1
31,25 - 45,African-American,Male,6,0,0,0,F,0
36,25 - 45,Caucasian,Female,2,0,0,0,F,0
37,25 - 45,African-American,Female,1,0,0,0,F,0
34,25 - 45,Caucasian,Male,5,0,0,0,M,1
20,Less than 25,Caucasian,Male,1,0,0,0,M,1
24,Less than 25,Caucasian,Male,8,0,0,2,F,1
29,25 - 45,African-American,Male,8,0,1,0,M,1
45,Greater than 45,African-American,Female,1,0,0,0,F,0
34,25 - 45,Caucasian,Male,2,0,0,0,F,1
70,Greater than 45,African-American,Male,0,0,0,0,M,0
23,Less than 25,African-American,Male,4,1,0,0,F,0
27,25 - 45,Caucasian,Male,5,0,0,0,M,0
44,25 - 45,Caucasian,Male,6,0,0,0,F,1
26,25 - 45,African-American,Male,0,0,0,0,M,0
23,Less than 25,Caucasian,Female,2,0,0,0,M,0
27,25 - 45,African-American,Male,3,0,0,0,F,1
46,Greater than 45,Caucasian,Female,1,0,0,0,F,0
27,25 - 45,African-American,Female,1,1,0,0,F,0
45,Greater than 45,Caucasian,Male,7,0,0,0,F,0
42,25 - 45,African-American,Male,1,0,0,0,M,0
24,Less than 25,Caucasian,Female,3,0,1,0,M,1
20,Less than 25,African-American,Male,2,1,1,1,F,1
49,Greater than 45,Caucasian,Male,3,0,0,0,F,0
52,Greater than 45,Caucasian,Female,1,0,0,0,F,0
26,25 - 45,African-American,Male,1,0,0,0,M,0
53,Greater than 45,African-American,Male,15,0,0,0,F,1
38,25 - 45,African-American,Male,0,0,0,0,M,1
25,25 - 45,African-American,Male,1,0,0,0,F,0
21,Less than 25,African-American,Male,1,1,0,0,F,1
48,Greater than 45,African-American,Male,0,0,0,0,M,0
22,Less than 25,African-American,Male,0,0,0,0,F,1
38,25 - 45,Caucasian,Male,2,0,0,0,M,0
44,25 - 45,Caucasian,Female,0,0,0,0,M,1
64,Greater than 45,Caucasian,Male,0,0,0,0,M,0
38,25 - 45,Caucasian,Male,5,0,0,0,M,1
49,Greater than 45,African-American,Male,1,0,0,0,F,0
51,Greater than 45,African-American,Male,3,0,0,0,F,0
50,Greater than 45,African-American,Male,0,0,0,0,F,0
33,25 - 45,Caucasian,Male,2,0,2,0,M,0
54,Greater than 45,Caucasian,Female,0,0,0,0,M,0
42,25 - 45,African-American,Male,17,0,0,0,M,1
34,25 - 45,Caucasian,Male,3,0,0,0,F,0
38,25 - 45,Caucasian,Male,2,0,0,0,F,1
21,Less than 25,African-American,Male,1,0,0,0,F,1
33,25 - 45,African-American,Male,5,0,0,0,F,0
32,25 - 45,African-American,Male,9,0,0,1,M,1
45,Greater than 45,Caucasian,Male,1,0,0,0,M,0
30,25 - 45,Caucasian,Male,1,0,0,0,F,1
29,25 - 45,African-American,Female,0,0,0,0,F,0
51,Greater than 45,Caucasian,Female,0,0,0,0,M,1
28,25 - 45,African-American,Female,0,0,0,0,F,0
27,25 - 45,Caucasian,Male,1,0,0,0,F,0
30,25 - 45,African-American,Female,0,0,0,0,F,0
32,25 - 45,African-American,Male,0,0,0,0,M,0
27,25 - 45,Caucasian,Male,5,0,0,0,F,0
21,Less than 25,African-American,Male,0,0,0,0,F,0
34,25 - 45,Caucasian,Female,0,0,0,0,F,1
24,Less than 25,African-American,Male,7,0,0,0,F,1
32,25 - 45,Caucasian,Male,0,0,0,0,M,0
38,25 - 45,Caucasian,Female,5,0,0,0,F,1
56,Greater than 45,African-American,Male,3,0,0,0,M,0
44,25 - 45,African-American,Female,0,0,0,0,M,0
31,25 - 45,African-American,Male,1,0,0,0,M,1
25,25 - 45,Caucasian,Female,6,0,0,0,F,0
20,Less than 25,African-American,Female,0,0,0,0,M,0
35,25 - 45,African-American,Male,1,0,0,0,M,0
33,25 - 45,African-American,Male,1,0,0,0,F,1
24,Less than 25,African-American,Male,0,0,0,0,M,0
27,25 - 45,African-American,Male,9,0,0,0,F,1
38,25 - 45,African-American,Male,9,0,0,0,F,1
20,Less than 25,Caucasian,Male,0,0,0,1,F,1
30,25 - 45,African-American,Male,9,0,0,0,F,1
36,25 - 45,Caucasian,Male,9,0,0,0,F,1
23,Less than 25,African-American,Male,2,0,0,0,M,1
39,25 - 45,African-American,Male,21,0,0,0,F,1
29,25 - 45,Caucasian,Male,3,0,0,0,F,1
58,Greater than 45,Caucasian,Male,2,0,0,0,M,1
23,Less than 25,Caucasian,Male,3,0,0,0,M,1
68,Greater than 45,African-American,Female,5,0,0,0,F,0
26,25 - 45,Caucasian,Female,2,0,0,0,M,0
51,Greater than 45,African-American,Male,0,0,0,0,F,1
25,25 - 45,African-American,Male,0,0,0,0,M,0
40,25 - 45,African-American,Male,5,0,0,0,F,1
51,Greater than 45,African-American,Male,14,0,0,0,F,0
27,25 - 45,African-American,Male,2,0,0,0,M,1
49,Greater than 45,African-American,Male,11,0,0,0,M,1
20,Less than 25,African-American,Male,0,0,0,0,F,0
21,Less than 25,African-American,Male,2,0,0,0,F,1
31,25 - 45,African-American,Female,0,0,0,0,F,0
57,Greater than 45,African-American,Male,0,0,0,0,M,0
61,Greater than 45,Caucasian,Female,8,0,0,0,F,1
54,Greater than 45,African-American,Male,3,0,0,0,F,1
39,25 - 45,Caucasian,Male,0,0,0,0,F,0
24,Less than 25,African-American,Male,1,0,1,0,F,0
48,Greater than 45,African-American,Male,8,0,0,1,F,1
30,25 - 45,African-American,Male,6,0,0,1,M,1
26,25 - 45,African-American,Male,10,0,1,0,F,1
37,25 - 45,African-American,Male,12,0,0,0,F,1
26,25 - 45,African-American,Male,4,0,0,0,F,1
29,25 - 45,African-American,Male,7,0,0,0,M,1
26,25 - 45,African-American,Male,1,0,0,0,M,1
60,Greater than 45,African-American,Male,2,0,0,0,F,0
27,25 - 45,Caucasian,Male,2,0,0,0,F,1
22,Less than 25,Caucasian,Male,1,0,0,1,F,0
28,25 - 45,African-American,Male,3,0,0,0,F,0
33,25 - 45,African-American,Male,13,0,0,0,F,1
28,25 - 45,African-American,Male,2,0,0,0,F,0
55,Greater than 45,Caucasian,Male,0,0,0,0,M,1
21,Less than 25,African-American,Male,6,0,1,0,F,1
29,25 - 45,Caucasian,Female,6,0,0,0,F,1
24,Less than 25,African-American,Male,2,0,0,0,M,1
50,Greater than 45,African-American,Male,12,0,0,0,F,1
24,Less than 25,African-American,Male,1,0,0,0,M,1
47,Greater than 45,African-American,Male,1,0,0,0,F,0
54,Greater than 45,Caucasian,Male,6,0,0,0,F,0
42,25 - 45,Caucasian,Female,0,0,0,0,M,0
35,25 - 45,Caucasian,Male,5,0,0,0,F,0
30,25 - 45,African-American,Male,0,0,0,0,F,1
53,Greater than 45,Caucasian,Male,1,0,0,0,F,0
31,25 - 45,African-American,Female,2,0,0,0,M,0
31,25 - 45,African-American,Male,0,0,0,0,F,1
47,Greater than 45,African-American,Male,9,0,0,0,F,0
24,Less than 25,African-American,Male,9,0,1,0,M,1
22,Less than 25,African-American,Female,2,0,1,0,F,0
30,25 - 45,African-American,Female,2,0,0,0,F,0
43,25 - 45,Caucasian,Female,22,0,0,0,M,1
50,Greater than 45,African-American,Male,0,0,0,0,M,0
42,25 - 45,Caucasian,Female,3,0,0,0,F,0
29,25 - 45,Caucasian,Female,1,0,0,0,F,1
25,25 - 45,African-American,Male,5,0,0,0,F,1
36,25 - 45,African-American,Male,4,0,0,0,F,0
24,Less than 25,African-American,Male,1,0,0,0,M,1
28,25 - 45,Caucasian,Male,5,0,0,0,F,0
31,25 - 45,Caucasian,Male,0,0,0,0,M,1
23,Less than 25,African-American,Male,0,0,0,0,F,0
29,25 - 45,Caucasian,Male,4,0,0,0,M,1
51,Greater than 45,African-American,Male,11,0,0,0,M,1
34,25 - 45,African-American,Male,1,0,0,0,F,0
29,25 - 45,African-American,Male,12,0,0,0,F,1
39,25 - 45,African-American,Male,13,0,1,0,F,1
59,Greater than 45,African-American,Male,15,0,0,0,M,1
23,Less than 25,African-American,Male,3,0,0,2,F,1
31,25 - 45,African-American,Male,15,0,0,0,F,0
53,Greater than 45,Caucasian,Male,0,0,0,0,M,0
34,25 - 45,African-American,Male,12,0,0,0,F,0
63,Greater than 45,African-American,Female,1,0,0,0,F,0
21,Less than 25,African-American,Female,0,0,0,0,F,1
47,Greater than 45,Caucasian,Male,28,0,0,0,F,1
34,25 - 45,African-American,Male,7,0,0,0,F,1
58,Greater than 45,Caucasian,Male,4,0,0,0,F,1
36,25 - 45,African-American,Male,16,3,0,0,F,1
23,Less than 25,African-American,Female,0,0,0,0,M,0
34,25 - 45,African-American,Male,5,0,0,0,F,1
56,Greater than 45,Caucasian,Male,13,0,0,0,F,0
52,Greater than 45,Caucasian,Female,0,0,0,0,F,0
56,Greater than 45,African-American,Male,0,0,0,0,F,0
37,25 - 45,African-American,Female,0,0,0,0,M,0
50,Greater than 45,Caucasian,Female,0,0,0,0,M,0
25,25 - 45,African-American,Male,1,0,0,0,F,1
22,Less than 25,African-American,Male,0,0,0,0,F,1
43,25 - 45,Caucasian,Female,0,0,0,0,M,1
30,25 - 45,Caucasian,Male,1,0,0,0,M,0
24,Less than 25,Caucasian,Male,0,0,0,0,F,0
29,25 - 45,African-American,Male,7,0,0,0,M,1
24,Less than 25,Caucasian,Female,0,0,0,0,F,0
74,Greater than 45,African-American,Female,0,0,0,0,F,0
27,25 - 45,African-American,Male,8,0,0,1,M,1
29,25 - 45,Caucasian,Male,5,0,0,0,F,0
35,25 - 45,African-American,Female,5,0,0,0,F,0
29,25 - 45,African-American,Male,1,0,0,0,M,1
36,25 - 45,Caucasian,Male,1,0,0,0,F,0
26,25 - 45,Caucasian,Male,2,0,0,0,F,0
